ID,AvatarLevel,Gold,Gems,Purchases,VipLevel,TotalPlay,TotalWon,TotalLost,FirstInstallDate,LastSeenDate,Card_score,TotalStars,Overall_progress
usr010747,34,410,1709,{},0,1121,1099,15,2021-04-26,2024-04-12,0.87223027650881468,852,0.13724867724867726
usr079454,101,645885,1320,{'gem_sub_1': 1},1,15130,11633,418,2021-11-17,2024-04-12,0.87234031338132867,4454,0.59367503868894533
usr013937,89,37391368,3264,{},0,12323,7711,187,2019-02-09,2024-04-12,0.87236145776079832,1664,0.27550905884239213
usr056020,43,8426223,2935,{'gem_sub_1': 1},1,2592,2171,147,2021-12-09,2024-02-29,0.87236356018489314,1099,0.17105479885967692
usr002069,100,2679,923,{'gem_sub_1': 1},1,15262,10556,1690,2021-11-26,2024-04-08,0.87251434904444813,4537,0.60160509255102967
usr100473,111,10687799,5554,{},0,16928,10635,1930,2019-07-06,2024-04-02,0.87256302016224707,6101,0.78802892983913719
usr034500,121,12506047,1965,"{'gem_sub_1': 3, 'gem_4': 1, 'gem_2': 1, 'prog_27': 1, 'starter_1': 1, 'gem_3': 1, 'gem_1': 1, 'starter_2': 1}",6,18767,12297,1977,2019-01-01,2024-04-10,0.87269812093343624,6818,0.87088871167818516
usr026111,52,138225,220,{},0,3118,2817,133,2021-12-06,2024-04-07,0.8727978359047982,1266,0.17921823274764453
usr098306,97,410214,3592,{},0,14990,11129,188,2021-12-17,2024-01-16,0.87284028985420181,3324,0.47006649124296196
usr006434,91,1377907,482,"{'gem_1': 9, 'timed_n_3_2': 2, 'prog_10': 1, 'gem_2': 99, 'starter_1': 1, 'gem_3': 12, 'prog_27': 1, 'timed_q_3_4': 1, 'gem_sub_1': 2, 'prog_32': 1, 'timed_f_3_7': 1, 'starter_2': 1, 'prog_42': 1, 'timed_a_3_3': 1, 'clan_1': 2, 'timed_h_3_1': 2, 'timed_f_4_7': 4, 'prog_61': 1, 'prog_62': 1, 'timed_a_4_1': 1, 'prog_65': 1, 'gem_4': 5, 'prog_66': 1, 'timed_b_2_2': 3, 'timed_b_2_1': 2, 'prog_70': 1, 'timed_h_4_1': 1, 'timed_h_4_6': 1, 'timed_n_5_1': 3, 'timed_n_5_4': 1, 'prog_78': 1, 'timed_b_2_10': 3, 'timed_c_5_2': 3, 'timed_m_1_16': 1, 'timed_m_1_14': 1, 'timed_a_5_1': 2, 'prog_91_2': 1, 'timed_i_4_4': 1}",14,12498,8864,860,2021-08-15,2024-04-11,0.87290050928720819,4069,0.55959756859093612
usr108105,71,19131034,26123,{},0,6246,5988,236,2019-12-28,2024-04-12,0.87296828242964142,1746,0.29394256150353709
usr007473,130,121922,20003,"{'gem_sub_1': 2, 'starter_2': 1, 'clan_1': 1}",4,28822,21811,510,2019-11-01,2024-04-12,0.87301637287792822,3930,0.53671098336913658
usr059755,87,220379,4569,{'gem_sub_1': 5},4,9940,7762,590,2021-09-11,2024-04-10,0.87311060152355668,3894,0.54126032662171242
usr056523,92,142540,16,{},0,10491,8190,1686,2022-03-14,2024-04-12,0.87313392341369589,5121,0.66725974417031331
usr030031,100,181588,5205,{},0,14412,9797,1114,2022-04-17,2024-04-11,0.87318473700176313,5469,0.71455631910897011
usr085536,143,76297828,9886,"{'gem_sub_1': 7, 'starter_2': 1, 'timed_q_1_5': 1, 'starter_1': 1}",5,30030,19446,3417,2019-07-11,2024-04-09,0.87318912706350416,6582,0.85630097972203245
usr049851,96,16767117,7405,{'gem_sub_1': 1},1,13592,10060,309,2021-11-16,2024-04-11,0.87326680662804224,3666,0.51376717402901062
usr051452,122,20844128,7890,"{'gem_sub_1': 13, 'timed_o_1_1': 2, 'starter_1': 3, 'daily_6': 2, 'gem_3': 1, 'prog_57': 1, 'prog_66': 1, 'prog_70': 1, 'gem_1': 1, 'gem_2': 1, 'starter_2': 1}",9,18972,14203,584,2021-12-10,2024-04-11,0.873450478401597,6336,0.824454990750509
usr105619,72,24111642,855,"{'gem_sub_1': 2, 'gem_1': 1, 'timed_f_5_1': 1}",3,7009,6477,304,2021-11-19,2024-04-12,0.873603429754507,1735,0.26194605755581368
usr035679,68,1208461,1205,{},0,6177,4534,270,2022-04-30,2024-03-19,0.87364399652799685,3840,0.523281507889351
usr089986,51,2428040,487,{},0,3245,2976,138,0001-01-01,2024-04-01,0.87365073930241566,1165,0.18896819530965872
usr035187,89,44531,3576,{'gem_sub_1': 1},1,11566,8404,534,2021-12-28,2024-04-11,0.8736913361105354,4407,0.58428149086685688
usr075171,56,71036,169,{'gem_sub_1': 1},1,4343,3768,234,2022-04-29,2024-03-05,0.87406499193570186,1640,0.25013949013949011
usr056884,58,218524,3412,{},0,4660,3470,207,2022-08-02,2024-03-12,0.874205864361609,1173,0.16051948051948051
usr050223,74,2872342,12758,{},0,6799,6590,117,2018-02-16,2024-04-11,0.87452362073470713,2527,0.35500533793216726
usr010758,51,13019409,5875,"{'gem_sub_1': 3, 'daily_10': 1, 'daily_7': 1, 'timed_d_1_1': 1, 'special_5': 1}",3,3340,3095,83,2018-11-11,2024-01-20,0.87462184899188766,1297,0.19831649831649831
usr038548,85,177330,4327,"{'daily_10': 8, 'starter_1': 1, 'gem_sub_1': 7, 'daily_9': 3, 'gem_1': 1, 'timed_b_1_1': 2, 'gem_2': 1, 'prog_15': 1, 'prog_s_3': 1, 'timed_k_3_4': 3, 'timed_k_3_2': 1, 'prog_27': 1, 'gem_3': 1, 'prog_30': 1, 'starter_3': 1, 'starter_2': 1, 'gem_4': 1, 'clan_1': 1, 'prog_32': 1, 'timed_e_1_1': 5, 'prog_37': 1, 'prog_40': 1, 'timed_j_3_4': 5, 'timed_j_3_2': 1, 'prog_42': 1, 'timed_g_2_7': 1, 'timed_g_2_6': 5, 'timed_c_4_2': 1, 'timed_c_4_3': 1, 'prog_47': 1, 'timed_c_4_4': 1, 'timed_c_4_5': 1, 'prog_50': 1, 'timed_q_4_5': 3, 'timed_a_4_5': 1, 'prog_64': 1, 'timed_i_3_3': 3, 'timed_i_4_3': 1}",12,10448,8115,312,2022-08-12,2024-04-12,0.87468053665876755,3749,0.5193312724613538
usr056915,109,3663972,3289,"{'timed_a_3_3': 1, 'gem_sub_1': 1}",2,18858,13799,357,2021-12-04,2024-04-12,0.8747172589996266,3764,0.51596320346320346
usr057497,133,140312256,28107,{'gem_sub_1': 3},3,25484,20456,1676,2018-12-13,2024-03-27,0.87477261282258445,5649,0.73916865109989061
usr000082,74,602691,740,"{'starter_1': 1, 'gem_sub_1': 6, 'gem_2': 2, 'prog_27': 1, 'gem_1': 3, 'gem_3': 1, 'prog_64': 1}",5,7747,6401,222,2020-05-04,2024-03-04,0.87486560504261413,2729,0.39057352233822817
usr030986,90,17662844,5255,{},0,11182,7843,200,2021-09-10,2024-04-12,0.8749198075380914,3663,0.50255772005772015
usr098177,74,8776167,8784,"{'gem_sub_1': 4, 'starter_1': 1, 'gem_sub_2': 3, 'gem_sub_3': 1, 'starter_2': 1}",7,7198,5691,72,2021-10-04,2024-04-12,0.87500487061582011,4486,0.6021032378927117
usr059764,88,129664,1124,{},0,12351,8508,577,2019-05-01,2024-04-12,0.87502978934711728,3802,0.53234202931571351
usr028362,58,56825,563,{},0,4141,3295,687,2023-01-15,2024-04-12,0.87505224023298867,2277,0.33172085685715524
usr090573,89,736563,2197,{'gem_sub_1': 10},5,11869,9504,1372,2019-12-19,2024-04-11,0.87507941156153046,3832,0.52741636722028884
usr064308,91,127012,2547,{},0,13151,9971,139,2022-06-13,2024-04-12,0.87511236956210514,3437,0.48099504058224385
usr059474,76,17931220,6860,{'gem_sub_1': 1},1,6908,5812,422,2021-05-08,2024-04-11,0.87526078068012425,4219,0.57048860887612185
usr066214,102,124133,2235,"{'starter_1': 1, 'gem_sub_1': 3, 'prog_42': 1, 'gem_3': 2, 'timed_h_0_1': 1, 'gem_2': 1, 'prog_52': 1, 'gem_1': 1}",5,14716,12047,248,2019-04-09,2024-04-11,0.87527222887989864,3845,0.5386423761423762
usr028373,59,90577,9388,{'gem_sub_1': 6},4,4793,3503,314,2022-01-12,2024-03-11,0.87531873249857084,1304,0.21088844308356505
usr030318,95,6240379,21599,{'clan_2': 1},2,12928,10605,177,2021-08-02,2024-04-11,0.87535894886804488,3754,0.52714210493263569
usr054839,102,6240066,3472,"{'gem_1': 1, 'gem_sub_1': 4, 'starter_2': 1, 'timed_q_4_5': 1, 'gem_2': 1, 'starter_1': 1}",5,16119,11922,581,2022-04-13,2024-04-12,0.87541795690431057,3912,0.53571551179394317
usr000162,97,881488,7251,{'gem_sub_1': 13},5,13457,9516,453,2020-05-07,2024-04-11,0.87544167425041064,3981,0.5302623831901907
usr020449,113,1780303,4273,"{'gem_1': 3, 'gem_sub_1': 17}",6,19976,15525,581,2021-12-07,2024-04-12,0.87555139575931051,4092,0.55936609611406363
usr040398,61,1641594,5179,"{'gem_sub_1': 2, 'starter_1': 1, 'gem_1': 1, 'gem_2': 1}",3,5204,4393,153,2021-10-20,2024-03-21,0.87558904917369729,1963,0.29243743025665547
usr021186,74,203081,83,"{'starter_1': 1, 'gem_sub_1': 1, 'gem_2': 1, 'prog_27': 1, 'gem_1': 1}",3,7720,7055,247,2019-12-09,2024-04-08,0.87569264862386342,2444,0.34232358475908525
usr091903,66,14853331,3631,"{'starter_2': 1, 'starter_1': 1, 'starter_3': 1, 'daily_8': 5, 'timed_m_1_2': 1, 'prog_47': 1, 'timed_k_4_2': 2, 'gem_3': 2, 'gem_2': 1, 'timed_c_5_3': 1, 'timed_m_1_14': 2, 'timed_m_1_13': 1, 'prog_55': 1, 'timed_q_5_5': 2, 'gem_4': 1, 'timed_m_2_2': 1, 'timed_m_2_3': 1, 'gem_sub_1': 3, 'prog_61': 1, 'timed_p_4_1': 1, 'prog_64': 1, 'timed_a_5_5': 2, 'timed_a_5_2': 1, 'timed_i_4_3': 1, 'timed_i_4_4': 1, 'prog_66': 1}",12,6122,5182,516,2023-06-05,2024-04-12,0.87578579602281426,2911,0.41280102613435948
usr106937,66,147052,4353,"{'starter_1': 1, 'timed_b_2_9': 1, 'gem_sub_1': 1}",3,6460,5488,47,2022-01-05,2024-04-12,0.87587680595726869,829,0.12358543417366946
usr094257,87,2062697,681,{},0,10309,6448,3292,2021-12-12,2024-04-11,0.875976255622733,3580,0.49109380452517704
usr094495,115,20874944,17384,"{'prog_s_1': 1, 'starter_1': 1, 'prog_s_4': 1, 'gem_sub_1': 8, 'prog_s_2': 1, 'starter_2': 1, 'prog_10': 1, 'prog_15': 1, 'gem_1': 1, 'daily_10': 3, 'prog_25': 1, 'prog_27': 1, 'prog_30': 1, 'prog_32': 1, 'timed_h_2_1': 2, 'prog_42': 1, 'daily_6': 1, 'prog_45': 1, 'timed_n_3_1': 3, 'prog_47': 1, 'timed_g_2_2': 1, 'prog_61': 1, 'prog_75': 1, 'gem_sub_2': 1}",9,20392,16095,72,2021-04-13,2024-02-01,0.87601362871390709,2929,0.41981511016598738
usr108243,92,30515,2985,"{'starter_2': 1, 'prog_10': 1, 'starter_1': 1, 'prog_15': 1, 'prog_s_3': 1, 'gem_sub_1': 4, 'gem_5': 1, 'prog_20': 1, 'prog_27': 1, 'prog_32': 1, 'timed_l_0_2': 1, 'timed_l_0_1': 11, 'daily_2': 1, 'prog_52': 1, 'timed_f_1_1': 5, 'starter_3': 1, 'prog_72': 1, 'special_4': 1, 'special_5': 1, 'prog_77': 1, 'timed_a_2_2': 1, 'prog_78': 1, 'prog_81': 1, 'timed_q_5_1': 3, 'prog_82': 1, 'prog_83': 1, 'prog_84': 1, 'prog_90': 1}",13,12309,10132,402,2019-10-22,2024-04-12,0.87602025134980632,3912,0.53607227739580676
usr095773,54,488042,843,{},0,3983,3219,26,0001-01-01,2024-04-12,0.87605597253633438,1601,0.24441402018637792
usr094850,44,1330859,4476,{},0,2636,1895,8,2021-03-30,2024-03-19,0.87615244376766421,909,0.14616642616642617
usr065026,43,1680454,1624,{'daily_7': 1},0,2267,2083,85,2018-03-29,2024-04-11,0.87631180751406357,1063,0.17698092031425366
usr038225,71,154780,870,{'gem_sub_1': 1},1,7543,7380,133,2022-03-05,2024-04-12,0.87632473241647624,2487,0.36738746808569861
usr059660,101,14576486,2235,"{'starter_1': 1, 'gem_sub_1': 6, 'prog_32': 1, 'timed_f_4_3': 2, 'timed_f_4_7': 4, 'prog_47': 1, 'starter_2': 1, 'timed_b_2_2': 1, 'clan_1': 1, 'prog_78': 1, 'gem_1': 1, 'gem_2': 1}",6,15761,12651,320,2022-11-21,2024-04-12,0.87638091719752875,3997,0.55248376391829546
usr052125,90,5653615,645,{},0,11593,9331,154,2021-05-26,2024-04-11,0.87644884551888325,3458,0.46910255912944088
usr103946,52,20026560,3684,{'gem_sub_1': 1},1,2951,2652,84,2021-06-03,2024-04-12,0.87648066220352061,2122,0.31300850273590591
usr073352,134,439050,9159,{},0,28472,20573,584,2020-06-28,2024-04-12,0.87649307151145273,5783,0.75056760214446894
usr073322,73,9204742,15236,"{'gem_3': 2, 'timed_o_1_1': 1, 'gem_sub_1': 1}",4,7903,6912,84,2021-08-02,2024-04-12,0.87652891283650047,1618,0.24223426678711232
usr051159,127,3632822,1467,"{'timed_f_1_3': 4, 'timed_i_1_4': 1, 'starter_1': 1, 'timed_i_0_1': 1, 'timed_f_0_4': 1, 'prog_64': 1, 'gem_1': 2, 'gem_3': 3, 'gem_5': 1, 'daily_6': 1, 'gem_sub_1': 33, 'prog_69': 1, 'special_3': 1, 'prog_37': 1, 'timed_a_0_1': 1, 'prog_73': 1, 'timed_c_1_4': 1, 'prog_78': 1, 'timed_c_1_5': 2, 'prog_35': 1, 'timed_f_0_1': 3, 'timed_f_1_4': 2, 'gem_2': 3, 'gem_4': 1, 'timed_h_0_6': 1, 'timed_f_1_1': 5, 'daily_10': 1, 'timed_q_1_4': 2, 'timed_a_1_5': 2, 'timed_h_0_2': 1}",12,22750,18408,3043,2018-01-17,2024-03-26,0.87659484886073646,6579,0.85416666666666674
usr076348,117,6891804,155,{'gem_sub_1': 2},2,26232,22478,110,2022-01-13,2024-04-11,0.87674254915918048,967,0.16017476350809684
usr104163,86,29439856,36680,"{'gem_1': 1, 'prog_s_1': 1}",1,11522,9316,674,2018-01-26,2024-04-11,0.87674886143723718,2494,0.38835219557908623
usr005915,76,3977793,27294,{},0,8587,6948,117,2023-07-01,2024-04-12,0.876753707024199,2503,0.36029405726321079
usr095485,63,4216372,396,"{'clan_1': 7, 'timed_b_2_2': 1, 'daily_6': 3, 'daily_5': 2, 'starter_1': 1, 'gem_1': 2, 'prog_42': 1, 'gem_sub_1': 9, 'gem_2': 1, 'prog_47': 1}",7,5303,3872,282,2022-09-20,2024-04-12,0.87685065880960744,2608,0.38846021187484603
usr038829,74,16515252,6703,"{'starter_1': 2, 'gem_sub_1': 7, 'daily_9': 6, 'daily_5': 1, 'timed_b_2_2': 1, 'timed_b_2_15': 1, 'gem_3': 1, 'starter_2': 2, 'clan_2': 1, 'clan_1': 2, 'starter_3': 1, 'daily_10': 5, 'prog_15': 2, 'prog_25': 2, 'prog_10': 2, 'timed_n_5_1': 6, 'gem_sub_2': 1, 'timed_b_2_10': 1, 'prog_64': 1}",11,8097,7220,65,2021-08-10,2024-04-11,0.87690914624562122,2194,0.31927662220345149
usr028599,84,1047985,874,{'gem_sub_1': 1},1,10410,8205,768,2022-09-15,2024-04-11,0.87701950348752111,3787,0.52185688671461028
usr052466,129,8792640,4781,"{'gem_1': 1, 'gem_sub_1': 1, 'starter_2': 1, 'timed_l_0_1': 8, 'timed_l_0_2': 1, 'gem_4': 1}",7,21865,16599,1580,2018-02-10,2024-04-07,0.87703891586999816,6876,0.88077327156274521
usr108799,130,38203840,3446,"{'daily_7': 1, 'gem_sub_1': 21, 'starter_1': 1, 'prog_68': 1, 'timed_b_1_1': 1, 'prog_75': 1, 'timed_c_4_4': 1, 'timed_f_4_7': 5, 'clan_1': 3, 'timed_m_1_9': 7, 'timed_j_4_4': 3, 'timed_g_3_2': 5, 'timed_f_5_7': 5}",8,24561,18718,899,2021-12-02,2024-04-12,0.87709236749972708,7076,0.89419352252685591
usr080908,76,11743,1215,"{'daily_7': 1, 'starter_1': 1, 'gem_sub_1': 3}",3,8199,6713,204,2022-08-09,2024-04-11,0.87718472899252842,3090,0.44581350385271962
usr069737,62,62370,1729,"{'starter_1': 1, 'gem_sub_1': 3, 'gem_2': 1, 'timed_m_1_9': 2, 'timed_g_3_2': 2, 'gem_1': 1, 'gem_3': 1, 'timed_m_2_1': 10, 'timed_f_5_7': 5, 'timed_f_5_1': 2, 'timed_p_4_1': 2}",5,5378,4408,63,2023-09-23,2024-04-12,0.87749352002859293,2488,0.35481087663775379
usr015533,121,83240,5675,"{'starter_1': 1, 'starter_2': 1, 'prog_92_1': 1, 'gem_2': 1}",4,23939,19158,275,2022-01-02,2024-04-12,0.87758963084436348,4418,0.59456374625073816
usr087779,81,427488,2910,{},0,9755,7591,122,0001-01-01,2024-04-12,0.87783845774177627,2901,0.39823035505182047
usr091553,122,18570714,6017,{'special_4': 1},1,20761,14596,1244,2019-06-22,2024-04-11,0.87800494970701215,5692,0.73945073030259245
usr044120,96,4971424,29228,{'gem_sub_1': 1},1,13639,10277,662,2021-12-10,2024-04-12,0.87805132317562151,3637,0.50714285714285723
usr021139,104,507019,1354,"{'gem_sub_1': 2, 'timed_i_3_4': 1, 'timed_n_5_1': 1, 'timed_m_1_14': 4, 'timed_f_5_4': 1, 'timed_a_5_4': 1}",6,15169,10546,764,2019-10-02,2024-04-11,0.87807608672799742,5254,0.68621933621933617
usr098610,48,134042,649,"{'starter_1': 1, 'starter_2': 1, 'gem_3': 1, 'gem_sub_1': 5, 'gem_4': 1, 'timed_m_1_14': 1, 'gem_2': 2, 'prog_42': 1, 'gem_1': 1, 'timed_m_2_2': 2, 'timed_f_5_4': 1, 'timed_f_5_1': 1}",8,3350,2126,184,2023-07-09,2024-04-12,0.87816525453848282,1310,0.19880787331767724
usr007626,97,2596777,1679,"{'starter_1': 1, 'gem_sub_1': 4, 'timed_l_0_2': 1, 'gem_1': 1, 'gem_2': 1}",4,11851,8395,879,2018-09-01,2024-04-12,0.87816785753974347,6289,0.80915263748597077
usr088167,122,16348722,9241,"{'starter_2': 1, 'gem_sub_3': 1, 'gem_sub_1': 1}",5,15383,12424,15,2022-04-12,2024-04-11,0.87831983276718062,2926,0.41114372529006676
usr007308,123,5600602,30332,"{'special_5': 1, 'starter_1': 1, 'gem_sub_1': 30, 'special_4': 1, 'timed_g_2_2': 1, 'starter_2': 1, 'timed_c_3_1': 1, 'gem_1': 1, 'gem_sub_2': 4, 'timed_b_1_1': 1, 'timed_o_1_1': 1, 'gem_sub_3': 2}",12,21354,16500,435,2021-09-10,2024-04-12,0.87843076567282086,6019,0.77330404178490308
usr054142,112,483528,913,"{'gem_sub_1': 13, 'gem_1': 1}",5,17121,10631,952,2021-05-28,2024-04-11,0.87846975562823937,6965,0.89854858104858115
usr082663,88,767406,1022,"{'starter_2': 1, 'gem_sub_1': 4, 'starter_1': 1, 'daily_9': 1}",4,12786,10496,14,2022-08-09,2024-04-11,0.8785848833705262,2070,0.29744588744588746
usr087581,124,13097178,9010,{'gem_sub_1': 4},4,24649,19526,680,2021-08-03,2024-04-11,0.87871182473391818,4414,0.58620259781665818
usr044321,76,26203,5548,{},0,7944,5901,347,2022-06-15,2024-04-11,0.87879181696496067,4490,0.58648922614130661
usr069318,103,1224014,2896,"{'gem_sub_1': 11, 'special_5': 1, 'special_4': 1, 'clan_1': 2}",5,17298,13529,12,2021-12-04,2024-04-12,0.87882627169125993,3591,0.50977392977392988
usr094093,144,352429,2931,"{'starter_1': 1, 'timed_a_3_3': 1, 'gem_sub_1': 18, 'prog_27': 1, 'starter_2': 2, 'timed_a_3_1': 1, 'timed_a_3_2': 1, 'starter_3': 2, 'prog_32': 1, 'clan_2': 2, 'timed_i_2_1': 3, 'prog_35': 1, 'timed_i_2_4': 2, 'prog_50': 1, 'prog_52': 1, 'timed_h_3_4': 5, 'timed_h_3_5': 5, 'timed_h_3_6': 1, 'gem_5': 1, 'timed_n_4_1': 5, 'timed_n_4_5': 3, 'prog_60': 1, 'prog_61': 1, 'timed_n_4_3': 3, 'timed_k_3_2': 1, 'prog_75': 1, 'timed_j_3_4': 1, 'prog_78': 1, 'timed_q_4_5': 3, 'timed_f_4_7': 5, 'prog_95_2': 1, 'prog_97_1': 1, 'prog_99_1': 1, 'timed_i_3_4': 1, 'timed_n_5_1': 1, 'gem_sub_3': 1, 'gem_sub_2': 1}",14,21887,17485,23,2022-03-14,2024-04-12,0.87883576263431729,7890,1.0
usr104147,132,14370340,1429,"{'starter_1': 1, 'gem_sub_1': 3, 'timed_d_1_1': 1}",3,26279,18061,966,2020-04-13,2024-04-12,0.878919303957463,6053,0.78734941117716228
usr033549,94,977539,3021,{},0,13146,10656,290,2022-08-15,2024-04-12,0.87893465165335638,3438,0.49119702187380865
usr002959,124,143806056,9821,{},0,22705,15669,1438,2018-05-12,2024-04-11,0.87895540558263674,4181,0.59144933373296871
usr079762,89,1328437,15611,{'gem_sub_1': 1},1,11346,10788,92,2021-10-09,2024-04-11,0.87895862429381066,3118,0.43827654276312683
usr045084,99,4417813,18212,{},0,15836,11277,236,2022-01-22,2024-04-12,0.87897705053927178,3731,0.52017877184543848
usr007563,70,4392,1208,{},0,8689,5681,1386,2022-07-10,2024-04-07,0.87910954830920052,775,0.10929574490550098
usr000869,84,752988,1911,"{'gem_sub_1': 14, 'timed_a_4_5': 1, 'starter_2': 1, 'gem_sub_2': 1}",7,9659,7197,656,2022-09-24,2024-04-12,0.87913121328892219,4039,0.5506586652892248
usr086634,116,906587,7758,"{'starter_1': 1, 'gem_sub_1': 10, 'gem_1': 1}",5,20527,15829,414,2021-12-16,2024-04-12,0.8792761303783263,5274,0.691294255688195
usr028107,106,9588,2043,{},0,16548,10260,1896,2021-11-25,2024-04-11,0.87940942907171971,5525,0.73298187212714383
usr010990,101,101649,2372,{},0,15171,12195,162,2022-05-28,2024-04-11,0.8794431429438142,4128,0.55878787878787883
usr072561,79,1460110,8652,"{'starter_2': 1, 'gem_3': 4, 'starter_1': 1, 'prog_s_4': 1, 'daily_10': 3, 'gem_4': 3, 'daily_9': 3, 'timed_k_2_4': 3, 'gem_2': 1, 'gem_1': 1, 'gem_5': 190, 'starter_3': 1, 'prog_30': 1, 'prog_32': 1, 'daily_1': 3, 'daily_8': 10, 'prog_35': 1, 'gem_sub_1': 2, 'prog_37': 1, 'prog_42': 1, 'prog_52': 1, 'daily_4': 2, 'prog_61': 1, 'prog_62': 1, 'timed_a_3_5': 3, 'timed_a_3_4': 1, 'prog_64': 1, 'timed_i_2_3': 3, 'timed_i_2_2': 3, 'prog_68': 1, 'timed_h_3_2': 3, 'timed_h_3_4': 1, 'timed_h_3_5': 1, 'timed_b_1_4': 1, 'prog_73': 1, 'prog_74': 1, 'prog_75': 1, 'timed_j_3_2': 2, 'timed_j_3_3': 2, 'prog_76': 1, 'timed_f_4_4': 1, 'timed_f_4_6': 1, 'timed_p_3_3': 1, 'prog_78': 1, 'timed_q_5_2': 1, 'timed_q_5_3': 1, 'timed_p_4_3': 1, 'prog_79': 1, 'timed_a_5_4': 1, 'timed_a_5_5': 1}",20,7122,6214,565,2021-05-02,2024-04-12,0.87951211246567307,4292,0.55990950661374617
usr085685,94,5951131,6177,"{'daily_7': 1, 'gem_sub_1': 15, 'prog_64': 1, 'clan_1': 1, 'timed_m_1_13': 1, 'gem_2': 1, 'timed_f_5_7': 1}",6,13679,10793,116,2022-11-28,2024-04-12,0.87954107085469546,3119,0.4443366983511462
usr094004,116,12647484,20357,{'gem_sub_1': 3},3,19272,15901,2055,2018-05-19,2024-04-12,0.87973574531434739,5845,0.76475784051827733
usr048107,120,876487,919,{},0,19479,13196,1183,2019-10-12,2024-04-11,0.87974100638035657,6436,0.82902354296317138
usr069684,82,617942,2116,{},0,9295,6832,1244,2018-11-09,2024-03-20,0.87974464557634957,4064,0.55615485777130924
usr106073,100,7124241,1066,"{'starter_2': 1, 'starter_3': 1, 'starter_1': 1, 'timed_a_3_3': 1, 'gem_sub_1': 7, 'clan_2': 2, 'prog_70': 1, 'gem_3': 1, 'timed_b_1_2': 1, 'timed_b_1_5': 1, 'prog_74': 1, 'prog_75': 1, 'timed_e_1_2': 2, 'timed_a_4_3': 1, 'timed_a_4_1': 1, 'gem_1': 1}",11,14350,10119,468,2021-07-08,2024-04-12,0.87985581875902918,4426,0.6076760637736246
usr027860,69,2039071,20,"{'gem_1': 4, 'gem_sub_1': 4, 'daily_9': 2, 'starter_1': 1}",4,7227,2900,3173,2020-01-08,2024-03-28,0.88007172269626877,2613,0.37740603180584054
usr092076,139,53739448,2527,"{'timed_a_1_4': 1, 'timed_a_0_1': 3, 'gem_1': 5, 'prog_61': 1, 'prog_40': 1, 'timed_c_1_6': 1, 'gem_5': 1, 'gem_2': 2, 'prog_55': 1, 'starter_2': 1, 'timed_h_0_4': 1, 'daily_9': 1, 'starter_1': 1, 'gem_3': 2, 'prog_62': 1, 'gem_sub_1': 2, 'prog_69': 1, 'gem_4': 6, 'timed_q_1_4': 2, 'prog_91_1': 1, 'clan_2': 2, 'timed_a_2_1': 1, 'timed_a_3_1': 1}",12,29331,19463,2920,2018-05-14,2024-04-12,0.88011457210163324,5442,0.7107655906411452
usr032936,107,12743970,994,"{'gem_sub_1': 18, 'starter_1': 1, 'prog_15': 1}",7,16152,10326,976,2019-07-21,2024-04-11,0.88020872566068675,4954,0.65814084596751354
usr001280,93,471377,4768,{},0,12656,9874,85,2022-02-08,2024-04-12,0.88022115999747708,3692,0.51594997594997594
usr035929,109,14878211,988,{'gem_sub_1': 1},1,15432,12150,1158,2021-11-11,2024-04-12,0.88037610865327709,4197,0.57033048304015366
usr015745,124,90894840,3586,{'starter_1': 1},1,19215,14917,1222,2019-11-22,2024-04-10,0.880515289128365,6960,0.88477334704925725
usr038088,119,33650,328,"{'gem_sub_1': 6, 'gem_2': 2, 'starter_2': 1, 'starter_1': 1, 'prog_60': 1, 'gem_3': 3, 'starter_3': 1, 'daily_8': 1, 'timed_n_4_1': 2, 'gem_1': 1, 'timed_b_1_4': 1, 'prog_73': 1, 'prog_74': 1, 'gem_4': 2, 'timed_e_1_2': 1, 'prog_78': 1, 'timed_b_2_2': 1, 'timed_n_5_2': 1, 'clan_1': 2, 'gem_5': 1}",12,18209,13546,2199,2019-04-24,2024-04-12,0.88053069689351826,7200,0.89931478735872739
usr009756,118,4168691,32,{'gem_sub_1': 3},3,26774,22930,56,2022-01-13,2024-04-11,0.88053428102602294,950,0.15551547218213888
usr034511,68,15767946,6438,{},0,6074,4874,490,2018-04-09,2024-03-18,0.88057650971570223,3138,0.4610691676761024
usr029698,83,15288637,80947,{},0,9822,9143,91,2019-08-23,2024-04-12,0.88072428510072109,3451,0.4804100529100529
usr099784,128,32772484,10070,"{'timed_h_1_2': 2, 'timed_i_1_2': 2, 'timed_i_1_4': 1, 'gem_2': 3, 'gem_4': 3, 'starter_1': 1, 'gem_1': 5, 'gem_3': 2, 'gem_sub_1': 3, 'clan_2': 2, 'clan_1': 2, 'timed_f_2_7': 1, 'timed_m_1_5': 2, 'timed_m_1_10': 1, 'timed_j_4_4': 1, 'gem_sub_2': 1, 'timed_c_5_6': 1, 'timed_c_5_3': 1, 'timed_p_4_1': 1}",11,24605,21319,868,2018-03-27,2024-04-12,0.88084597040387569,6177,0.79769841269841257
usr052094,67,3748381,1392,{},0,6496,4766,179,2022-08-03,2024-04-12,0.88089551753171413,2673,0.39136220694628909
usr046542,72,1015612,6671,{'gem_sub_1': 1},1,6820,5925,634,2022-04-12,2024-03-01,0.88095579703398019,2882,0.40504644955625352
